Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
اعتبر >nsubj الأرمن >obj جبلاً	اعتبر	الأرمن	جبلاً	1	1.9	ABC	3	اعتبر
اعتبر >nsubj البعض >obj حلقةً	اعتبر	البعض	حلقةً	1	1.9	ABC	3	اعتبر
اعتبرت >nsubj الحدود >obj خطًا	اعتبرت	الحدود	خطًا	1	1.9	ABC	3	اعتبرت
اعتبرت >nsubj الكنيسة >obj طائفةً	اعتبرت	الكنيسة	طائفةً	1	1.9	ABC	3	اعتبرت
اعتبرت >nsubj اللغة >obj لغة	اعتبرت	اللغة	لغة	1	1.9	ABC	3	اعتبرت
اعتمدت >nsubj الجمعية >obj قرار	اعتمدت	الجمعية	قرار	1	1.9	ABC	3	اعتمدت
اعتنق >nsubj معظم >obj الإسلام	اعتنق	معظم	الإسلام	1	1.9	ABC	3	اعتنق
اعتنق >obj الإسلام >nsubj كل	اعتنق	الإسلام	كل	1	1.9	ABC	3	اعتنق
اعتنقت >nsubj الإمبراطورية >obj الدين	اعتنقت	الإمبراطورية	الدين	1	1.9	ABC	3	اعتنقت
اغتم >nsubj الأكراد >obj فرصة	اغتم	الأكراد	فرصة	1	1.9	ABC	3	اغتم
افتتح >nsubj الإنجليز >obj مركزا	افتتح	الإنجليز	مركزا	1	1.9	ABC	3	افتتح
افتتح >nsubj الصليب >obj مركزًا	افتتح	الصليب	مركزًا	1	1.9	ABC	3	افتتح
افتتح >obj مركزًا >nsubj القرية	افتتح	مركزًا	القرية	1	1.9	ABC	3	افتتح
اقترح >nsubj خادم >obj تحويل	اقترح	خادم	تحويل	1	1.9	ABC	3	اقترح
اقترحت >nsubj الآنسة >obj قيام	اقترحت	الآنسة	قيام	1	1.9	ABC	3	اقترحت
اقتصاد <nsubj يحتل >obj المرتبة	اقتصاد	يحتل	المرتبة	1	1.9	ABC	3	يحتل
اقتطع >nsubj اللواء >obj أيام	اقتطع	اللواء	أيام	1	1.9	ABC	3	اقتطع
اكتسب >nsubj أنصار >obj السلطة	اكتسب	أنصار	السلطة	1	1.9	ABC	3	اكتسب
اكتسب >nsubj البابوية >obj قوى	اكتسب	البابوية	قوى	1	1.9	ABC	3	اكتسب
اكتسب >nsubj الطبق >obj شعبية	اكتسب	الطبق	شعبية	1	1.9	ABC	3	اكتسب
اكتسبت >nsubj القصة >obj زخمًا	اكتسبت	القصة	زخمًا	1	1.9	ABC	3	اكتسبت
اكتسبت >nsubj القصة >obj شعبية	اكتسبت	القصة	شعبية	1	1.9	ABC	3	اكتسبت
اكتسبت >nsubj الهند >obj سمعة	اكتسبت	الهند	سمعة	1	1.9	ABC	3	اكتسبت
اكتسبت >nsubj صورة >obj مكانة	اكتسبت	صورة	مكانة	1	1.9	ABC	3	اكتسبت
اكتشف >nsubj الملاح >obj الساحل	اكتشف	الملاح	الساحل	1	1.9	ABC	3	اكتشف
اكتشف >nsubj كل >obj طبقة	اكتشف	كل	طبقة	1	1.9	ABC	3	اكتشف
اكتشف >obj وجود >nsubj عالم	اكتشف	وجود	عالم	1	1.9	ABC	3	اكتشف
الآلهة <nsubj تجلب >obj الخراب	الآلهة	تجلب	الخراب	1	1.9	ABC	3	تجلب
الآلية <nsubj تعزل >obj المستخدم	الآلية	تعزل	المستخدم	1	1.9	ABC	3	تعزل
الأشرطة <nsubj تمثل >obj الرباط	الأشرطة	تمثل	الرباط	1	1.9	ABC	3	تمثل
الأصل <nsubj يعني >obj موهبة	الأصل	يعني	موهبة	1	1.9	ABC	3	يعني
الأطماع <obj يصعب >nsubj اجتياز	الأطماع	يصعب	اجتياز	1	1.9	ABC	3	يصعب
الأكادية <nsubj حلت >obj محل	الأكادية	حلت	محل	1	1.9	ABC	3	حلت
الأمر <nsubj يعلم >obj السيطرة	الأمر	يعلم	السيطرة	1	1.9	ABC	3	يعلم
الأمر <nsubj يعلم >obj الطفل	الأمر	يعلم	الطفل	1	1.9	ABC	3	يعلم
الأمور <nsubj جعلت >obj مقصداً	الأمور	جعلت	مقصداً	1	1.9	ABC	3	جعلت
الأمير <nsubj رفض >obj العرض	الأمير	رفض	العرض	1	1.9	ABC	3	رفض
الأيقونة <nsubj تصبح >obj اندماجا	الأيقونة	تصبح	اندماجا	1	1.9	ABC	3	تصبح
الإجراء <nsubj يجدد >obj تكوين	الإجراء	يجدد	تكوين	1	1.9	ABC	3	يجدد
الإدراكات <nsubj تحدد >obj المعرفة	الإدراكات	تحدد	المعرفة	1	1.9	ABC	3	تحدد
الإسفنج <nsubj يلتقط >obj نفس	الإسفنج	يلتقط	نفس	1	1.9	ABC	3	يلتقط
الإغريق <nsubj جعلوا >obj أسطورة	الإغريق	جعلوا	أسطورة	1	1.9	ABC	3	جعلوا
الإمام <nsubj يساوي >obj النبي	الإمام	يساوي	النبي	1	1.9	ABC	3	يساوي
الإنجليزية <nsubj تحوي >obj كلمات	الإنجليزية	تحوي	كلمات	1	1.9	ABC	3	تحوي
الإنفلونزا <nsubj تسبب >obj سيلاناً	الإنفلونزا	تسبب	سيلاناً	1	1.9	ABC	3	تسبب
الاثنين <nsubj يدرس >obj البيئة	الاثنين	يدرس	البيئة	1	1.9	ABC	3	يدرس
الاختبارات <nsubj أظهرت >obj ضرورة	الاختبارات	أظهرت	ضرورة	1	1.9	ABC	3	أظهرت
الاديان <nsubj تؤيد >obj التفاوت	الاديان	تؤيد	التفاوت	1	1.9	ABC	3	تؤيد
الاستخدام <nsubj يسبق >obj الواقع	الاستخدام	يسبق	الواقع	1	1.9	ABC	3	يسبق
الاستقامة <nsubj تعني >obj التمسك	الاستقامة	تعني	التمسك	1	1.9	ABC	3	تعني
الاسم <nsubj شهدت >obj نموًا	الاسم	شهدت	نموًا	1	1.9	ABC	3	شهدت
الاسم <nsubj يعني >obj شبيهة	الاسم	يعني	شبيهة	1	1.9	ABC	3	يعني
الاعتقاد <nsubj يستمد >obj قواعد	الاعتقاد	يستمد	قواعد	1	1.9	ABC	3	يستمد
الافتراض <nsubj ثبت >obj خطؤ	الافتراض	ثبت	خطؤ	1	1.9	ABC	3	ثبت
الامبراطورية <nsubj فضمت >obj اليونان	الامبراطورية	فضمت	اليونان	1	1.9	ABC	3	فضمت
الامبراطورية <nsubj فضمت >obj مقاطعة	الامبراطورية	فضمت	مقاطعة	1	1.9	ABC	3	فضمت
الانتشار <obj يكن >nsubj عدد	الانتشار	يكن	عدد	1	1.9	ABC	3	يكن
الانزيم <nsubj يعطي >obj بوتريسين	الانزيم	يعطي	بوتريسين	1	1.9	ABC	3	يعطي
الانقسام <nsubj يُنتج >obj الورم	الانقسام	يُنتج	الورم	1	1.9	ABC	3	يُنتج
الانقلاب <nsubj يشكل >obj خطرًا	الانقلاب	يشكل	خطرًا	1	1.9	ABC	3	يشكل
البابا <nsubj يمارس >obj أيًا	البابا	يمارس	أيًا	1	1.9	ABC	3	يمارس
البحث <nsubj يغطي >obj جميع	البحث	يغطي	جميع	1	1.9	ABC	3	يغطي
البشر <nsubj يستخدمون >obj كل	البشر	يستخدمون	كل	1	1.9	ABC	3	يستخدمون
البشر <nsubj يواجهون >obj طريقين	البشر	يواجهون	طريقين	1	1.9	ABC	3	يواجهون
البعض <nsubj خفضت >obj الأولوية	البعض	خفضت	الأولوية	1	1.9	ABC	3	خفضت
البعض <nsubj نفى >obj الرواية	البعض	نفى	الرواية	1	1.9	ABC	3	نفى
البعض <nsubj يضيف >obj قسما	البعض	يضيف	قسما	1	1.9	ABC	3	يضيف
البعض <nsubj يعتبر >obj ملتقاً	البعض	يعتبر	ملتقاً	1	1.9	ABC	3	يعتبر
التاريخ <nsubj يصف >obj فترة	التاريخ	يصف	فترة	1	1.9	ABC	3	يصف
التباين <nsubj ‏ ينقص >obj عدد	التباين	‏ ينقص	عدد	1	1.9	ABC	3	‏ ينقص
التخطيط <nsubj يتطلب >obj إجراء	التخطيط	يتطلب	إجراء	1	1.9	ABC	3	يتطلب
التخميد <nsubj يعنى >obj إسكات	التخميد	يعنى	إسكات	1	1.9	ABC	3	يعنى
التدريب <nsubj يحتل >obj مكانة	التدريب	يحتل	مكانة	1	1.9	ABC	3	يحتل
التربة <nsubj تعد >obj مزيجًا	التربة	تعد	مزيجًا	1	1.9	ABC	3	تعد
الترجمة <nsubj تعني >obj تمثيل	الترجمة	تعني	تمثيل	1	1.9	ABC	3	تعني
التركيبة <nsubj تجعل >obj مركب	التركيبة	تجعل	مركب	1	1.9	ABC	3	تجعل
التزام <nsubj ‏ يُعرَّف >obj صدفة	التزام	‏ يُعرَّف	صدفة	1	1.9	ABC	3	‏ يُعرَّف
التشابه <nsubj يشمل >obj الصفات	التشابه	يشمل	الصفات	1	1.9	ABC	3	يشمل
التعاون <obj يتعامل >nsubj المعهد	التعاون	يتعامل	المعهد	1	1.9	ABC	3	يتعامل
التعرض <nsubj يسبب >obj السرطان	التعرض	يسبب	السرطان	1	1.9	ABC	3	يسبب
التقويم <nsubj يعدّ >obj الأيام	التقويم	يعدّ	الأيام	1	1.9	ABC	3	يعدّ
التقى >nsubj الآنسة >obj المسؤولة	التقى	الآنسة	المسؤولة	1	1.9	ABC	3	التقى
التلاصق <nsubj يستطيع >obj منع	التلاصق	يستطيع	منع	1	1.9	ABC	3	يستطيع
التلقيح <nsubj يؤمن >obj الوقاية	التلقيح	يؤمن	الوقاية	1	1.9	ABC	3	يؤمن
التمييز <nsubj أصدرت >obj قرارات	التمييز	أصدرت	قرارات	1	1.9	ABC	3	أصدرت
التوابل <nsubj تسبب >obj احساسا	التوابل	تسبب	احساسا	1	1.9	ABC	3	تسبب
التوجه <nsubj يُخالف >obj الرأي	التوجه	يُخالف	الرأي	1	1.9	ABC	3	يُخالف
الثالوث <nsubj يشكل >obj المبادئ	الثالوث	يشكل	المبادئ	1	1.9	ABC	3	يشكل
الثقل <nsubj يتحمل >obj رفع	الثقل	يتحمل	رفع	1	1.9	ABC	3	يتحمل
الجامع <nsubj عاش >obj سنوات	الجامع	عاش	سنوات	1	1.9	ABC	3	عاش
الجسم <nsubj يمتص >obj الأشعة	الجسم	يمتص	الأشعة	1	1.9	ABC	3	يمتص
الجني <nsubj يحمل >obj مدفعا	الجني	يحمل	مدفعا	1	1.9	ABC	3	يحمل
الجهود <nsubj تشمل >obj النوم	الجهود	تشمل	النوم	1	1.9	ABC	3	تشمل
الجيش <nsubj قاتل >obj محاربا	الجيش	قاتل	محاربا	1	1.9	ABC	3	قاتل
الحاسب <nsubj يفهم >obj حالتين	الحاسب	يفهم	حالتين	1	1.9	ABC	3	يفهم
الحاكم <nsubj رأى >obj رؤية	الحاكم	رأى	رؤية	1	1.9	ABC	3	رأى
الحال <nsubj يواجه >obj قرارات	الحال	يواجه	قرارات	1	1.9	ABC	3	يواجه
الحايط <nsubj تغفو >obj حالمة	الحايط	تغفو	حالمة	1	1.9	ABC	3	تغفو
الحبوب <nsubj أظهرت >obj نكهة	الحبوب	أظهرت	نكهة	1	1.9	ABC	3	أظهرت
الحدائق <nsubj تحمي >obj البيئة	الحدائق	تحمي	البيئة	1	1.9	ABC	3	تحمي
الحرب <nsubj تركت >obj ندوبًا	الحرب	تركت	ندوبًا	1	1.9	ABC	3	تركت
الحفاظ <nsubj يبدي >obj جميع	الحفاظ	يبدي	جميع	1	1.9	ABC	3	يبدي
الحكومة <nsubj تولِ >obj عناية	الحكومة	تولِ	عناية	1	1.9	ABC	3	تولِ
الحلبات <nsubj تستوعب >obj اعدادا	الحلبات	تستوعب	اعدادا	1	1.9	ABC	3	تستوعب
الحيوانات <nsubj تهاجم >obj بيض	الحيوانات	تهاجم	بيض	1	1.9	ABC	3	تهاجم
الحُكَّام <nsubj يستطيعوا >obj كسب	الحُكَّام	يستطيعوا	كسب	1	1.9	ABC	3	يستطيعوا
الخالق <nsubj يدير >obj شؤون	الخالق	يدير	شؤون	1	1.9	ABC	3	يدير
الختان <nsubj يحمل >obj فوائد	الختان	يحمل	فوائد	1	1.9	ABC	3	يحمل
الخطة <nsubj تجعل >obj الاعداد	الخطة	تجعل	الاعداد	1	1.9	ABC	3	تجعل
الخطة <nsubj تجعل >obj غير	الخطة	تجعل	غير	1	1.9	ABC	3	تجعل
الخلافة <nsubj حاولت >obj استعادة	الخلافة	حاولت	استعادة	1	1.9	ABC	3	حاولت
الخلايا <nsubj تنتج >obj الفيمنتين	الخلايا	تنتج	الفيمنتين	1	1.9	ABC	3	تنتج
الخلية <nsubj تأخذ >obj السوائل	الخلية	تأخذ	السوائل	1	1.9	ABC	3	تأخذ
الخيانة <obj احتل >nsubj الأتراك	الخيانة	احتل	الأتراك	1	1.9	ABC	3	احتل
الدراسات <nsubj أثبتت >obj لغة	الدراسات	أثبتت	لغة	1	1.9	ABC	3	أثبتت
الدراسات <nsubj أظهرت >obj نوع	الدراسات	أظهرت	نوع	1	1.9	ABC	3	أظهرت
الدروز <nsubj يشكلون >obj الأغلبية	الدروز	يشكلون	الأغلبية	1	1.9	ABC	3	يشكلون
الدعوة <nsubj أسسوا >obj دولة	الدعوة	أسسوا	دولة	1	1.9	ABC	3	أسسوا
الدكتور <nsubj صمم >obj محرك	الدكتور	صمم	محرك	1	1.9	ABC	3	صمم
الدهر <nsubj يفهم >obj الخطاب	الدهر	يفهم	الخطاب	1	1.9	ABC	3	يفهم
الدول <nsubj غيرت >obj الوضع	الدول	غيرت	الوضع	1	1.9	ABC	3	غيرت
الرئتان <nsubj تطلبان >obj خاصية	الرئتان	تطلبان	خاصية	1	1.9	ABC	3	تطلبان
الرئيس <nsubj أجرى >obj إصلاحات	الرئيس	أجرى	إصلاحات	1	1.9	ABC	3	أجرى
الرسامون <nsubj يغطون >obj الجدران	الرسامون	يغطون	الجدران	1	1.9	ABC	3	يغطون
الرمان <nsubj رافق >obj وجود	الرمان	رافق	وجود	1	1.9	ABC	3	رافق
الرواية <nsubj تذكر >obj عدد	الرواية	تذكر	عدد	1	1.9	ABC	3	تذكر
الرواية <nsubj ترجع >obj أصل	الرواية	ترجع	أصل	1	1.9	ABC	3	ترجع
الريع <nsubj يتخطى >obj حصة	الريع	يتخطى	حصة	1	1.9	ABC	3	يتخطى
الزكاة <nsubj تتضمن >obj دراسة	الزكاة	تتضمن	دراسة	1	1.9	ABC	3	تتضمن
الزوم <nsubj تعني >obj مجموعة	الزوم	تعني	مجموعة	1	1.9	ABC	3	تعني
السادية <nsubj تعني >obj الحصول	السادية	تعني	الحصول	1	1.9	ABC	3	تعني
السكك <nsubj نقلت >obj الفلاحين	السكك	نقلت	الفلاحين	1	1.9	ABC	3	نقلت
السلطة <nsubj تعني >obj القدرة	السلطة	تعني	القدرة	1	1.9	ABC	3	تعني
السواد <nsubj يستوطن >obj إيران	السواد	يستوطن	إيران	1	1.9	ABC	3	يستوطن
الشخص <nsubj يتشارك >obj تاريخاً	الشخص	يتشارك	تاريخاً	1	1.9	ABC	3	يتشارك
الشراكسة <nsubj يعارضون >obj إقامة	الشراكسة	يعارضون	إقامة	1	1.9	ABC	3	يعارضون
الشركات <nsubj تنتج >obj عملا	الشركات	تنتج	عملا	1	1.9	ABC	3	تنتج
الشركة <nsubj تنتج >obj معظم	الشركة	تنتج	معظم	1	1.9	ABC	3	تنتج
الشركة <nsubj رفضت >obj إنتاج	الشركة	رفضت	إنتاج	1	1.9	ABC	3	رفضت
الشعب <nsubj رفض >obj حكم	الشعب	رفض	حكم	1	1.9	ABC	3	رفض
الشعور <nsubj يتطلب >obj التكلف	الشعور	يتطلب	التكلف	1	1.9	ABC	3	يتطلب
الشكل <nsubj يبين >obj خطوط	الشكل	يبين	خطوط	1	1.9	ABC	3	يبين
الصدقة <nsubj تشمل >obj الفرض	الصدقة	تشمل	الفرض	1	1.9	ABC	3	تشمل
الصراع <nsubj يولد >obj العهد	الصراع	يولد	العهد	1	1.9	ABC	3	يولد
الصور <nsubj تظهر >obj أجزاء	الصور	تظهر	أجزاء	1	1.9	ABC	3	تظهر
الضوء <nsubj يُرْشِد >obj الصيادين	الضوء	يُرْشِد	الصيادين	1	1.9	ABC	3	يُرْشِد
الطبق <nsubj يتكون >obj نوعين	الطبق	يتكون	نوعين	1	1.9	ABC	3	يتكون
الطيور <nsubj أكلت >obj القمل	الطيور	أكلت	القمل	1	1.9	ABC	3	أكلت
العاصمة <obj دامت >nsubj الحرب	العاصمة	دامت	الحرب	1	1.9	ABC	3	دامت
العامة <nsubj يربطون >obj السرطانات	العامة	يربطون	السرطانات	1	1.9	ABC	3	يربطون
العبارات <nsubj تعني >obj عبارات	العبارات	تعني	عبارات	1	1.9	ABC	3	تعني
العدوى <nsubj تثير >obj الاستجابة	العدوى	تثير	الاستجابة	1	1.9	ABC	3	تثير
العصر <nsubj يصف >obj الفترة	العصر	يصف	الفترة	1	1.9	ABC	3	يصف
العضل <nsubj يراعي >obj جميع	العضل	يراعي	جميع	1	1.9	ABC	3	يراعي
العضلات <nsubj تقلّب >obj اللسان	العضلات	تقلّب	اللسان	1	1.9	ABC	3	تقلّب
العلاقة <nsubj قدم >obj التماسًا	العلاقة	قدم	التماسًا	1	1.9	ABC	3	قدم
العلماء <nsubj يصنفون >obj الهنود	العلماء	يصنفون	الهنود	1	1.9	ABC	3	يصنفون
العلماء <nsubj يصنفون >obj جنساً	العلماء	يصنفون	جنساً	1	1.9	ABC	3	يصنفون
العلوم <nsubj تتضمن >obj اللغات	العلوم	تتضمن	اللغات	1	1.9	ABC	3	تتضمن
العمال <nsubj أسقطوا >obj الرأسمالية	العمال	أسقطوا	الرأسمالية	1	1.9	ABC	3	أسقطوا
العمل <nsubj يُسمى >obj مقام	العمل	يُسمى	مقام	1	1.9	ABC	3	يُسمى
العملية <nsubj تجعل >obj زبدة	العملية	تجعل	زبدة	1	1.9	ABC	3	تجعل
العملية <nsubj تستلزم >obj تقنيات	العملية	تستلزم	تقنيات	1	1.9	ABC	3	تستلزم
العملية <nsubj تنظم >obj حجم	العملية	تنظم	حجم	1	1.9	ABC	3	تنظم
العنصر <nsubj يسبب >obj السحار	العنصر	يسبب	السحار	1	1.9	ABC	3	يسبب
العوامل <nsubj تتضمن >obj النشأة	العوامل	تتضمن	النشأة	1	1.9	ABC	3	تتضمن
الغالبية <nsubj يستطيعون >obj العثور	الغالبية	يستطيعون	العثور	1	1.9	ABC	3	يستطيعون
الغدد <nsubj تفرز >obj هرمونات	الغدد	تفرز	هرمونات	1	1.9	ABC	3	تفرز
الغلبة <nsubj استطاع >obj إعادة	الغلبة	استطاع	إعادة	1	1.9	ABC	3	استطاع
الفص <nsubj يخزن >obj الهرمونات	الفص	يخزن	الهرمونات	1	1.9	ABC	3	يخزن
الفضّة <nsubj ترافق >obj الرصاص	الفضّة	ترافق	الرصاص	1	1.9	ABC	3	ترافق
الفلاسفة <nsubj درسوا >obj العناصر	الفلاسفة	درسوا	العناصر	1	1.9	ABC	3	درسوا
الفلبينيون <nsubj أرادوا >obj مد	الفلبينيون	أرادوا	مد	1	1.9	ABC	3	أرادوا
الفيروس <nsubj يعيد >obj برمجة	الفيروس	يعيد	برمجة	1	1.9	ABC	3	يعيد
الفيزيائي <nsubj شرح >obj الكشف	الفيزيائي	شرح	الكشف	1	1.9	ABC	3	شرح
